tweet_id,timestamp,retweet_count,favorite_count,name,dog_stages,rating_ratio,dog_breed,confidence,dog_or_not,image_counts,jpg_url
883117836046086144,2017-07-07 00:17:54,6055,34784,None,,1.3,golden_retriever,0.949562,True,2.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
882992080364220416,2017-07-06 15:58:11,3555,22394,Rusty,,1.3,eskimo_dog,0.466778,True,1.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882762694511734784,2017-07-06 00:46:41,4461,26507,Gus,pupper,1.2,labrador_retriever,0.85005,True,1.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
882627270321602560,2017-07-05 15:48:34,5545,26251,Stanley,,1.3,pembroke,0.542982,True,1.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,2017-07-04 16:01:23,10558,42032,Alfy,,1.3,golden_retriever,0.762211,True,1.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,2017-07-04 01:18:17,4461,27484,Koko,,1.3,golden_retriever,0.00694063,True,1.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,2017-07-03 16:04:48,3104,22818,Rey,,1.2,weimaraner,0.291539,True,1.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,2017-07-03 00:11:11,9743,47500,Gary,pupper,1.3,saluki,0.529012,True,1.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881536004380872706,2017-07-02 15:32:16,14574,46387,,pupper,1.4,samoyed,0.281463,True,1.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
881268444196462592,2017-07-01 21:49:04,4814,21795,Elliot,,1.2,,,False,1.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg
880935762899988482,2017-06-30 23:47:07,2548,16018,Louis,,1.3,,,False,1.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg
880872448815771648,2017-06-30 19:35:32,3495,19956,None,,1.2,pembroke,0.791416,True,1.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
880465832366813184,2017-06-29 16:39:47,5678,26723,Bella,,1.2,golden_retriever,0.913255,True,1.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,2017-06-29 00:27:25,3804,25295,Jesse,,1.2,chihuahua,0.238525,True,1.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,2017-06-28 16:09:20,3965,25893,None,,1.1,miniature_pinscher,0.120298,True,1.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,2017-06-28 00:42:13,3198,20989,Romeo,,1.3,basset,0.813507,True,3.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,2017-06-27 00:10:17,2909,22035,Bailey,,1.2,german_short-haired_pointer,0.479896,True,1.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,2017-06-26 19:07:24,40600,99231,Duddles,,1.3,english_springer,0.383404,True,1.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,2017-06-26 16:31:08,2860,15766,Jack,,1.2,labrador_retriever,0.0334961,True,1.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879050749262655488,2017-06-25 18:56:45,4289,21132,Steven,,1.1,,,False,1.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg
879008229531029506,2017-06-25 16:07:47,2451,17833,Beau,,1.3,vizsla,0.960513,True,1.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,2017-06-25 00:45:22,3736,18175,Snoopy,puppo,1.3,italian_greyhound,0.734684,True,2.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878604707211726852,2017-06-24 13:24:20,6494,28278,None,,1.3,,,,,
878281511006478336,2017-06-23 16:00:04,1179,7261,Shadow,,1.3,basset,0.32042,True,1.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,2017-06-23 01:10:23,6216,39534,Emmy,,1.4,french_bulldog,0.839097,True,1.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,2017-06-22 03:54:17,17337,74512,Aja,,1.3,chesapeake_bay_retriever,0.8379559999999999,True,2.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,2017-06-21 15:58:08,3488,21320,Penny,,1.2,basset,0.995368,True,1.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,2017-06-21 00:06:44,4767,25743,Dante,,1.3,saluki,0.5099670000000001,True,1.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,2017-06-20 16:29:50,5110,25452,Nelly,,1.2,pembroke,0.93112,True,1.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
876838120628539392,2017-06-19 16:24:33,3050,19453,Ginger,pupper,1.2,bloodhound,0.575751,True,1.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
876537666061221889,2017-06-18 20:30:39,4298,22227,None,doggo,1.4,,,,,
876484053909872640,2017-06-18 16:57:37,2172,17642,Benedict,,1.3,golden_retriever,0.874566,True,1.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
876120275196170240,2017-06-17 16:52:05,4281,26311,Venti,puppo,1.3,bernese_mountain_dog,0.534327,True,1.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
875747767867523072,2017-06-16 16:11:53,3912,23656,Goose,,1.3,labrador_retriever,0.799551,True,1.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
875144289856114688,2017-06-15 00:13:52,4508,20609,Nugget,,1.3,siberian_husky,0.245048,True,1.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
875097192612077568,2017-06-14 21:06:43,5575,25809,None,,1.3,,,,,
875021211251597312,2017-06-14 16:04:48,4333,23981,None,,1.2,west_highland_white_terrier,0.7143189999999999,True,2.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
874680097055178752,2017-06-13 17:29:20,4248,26159,Cash,,1.2,labrador_retriever,0.836052,True,1.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
874296783580663808,2017-06-12 16:06:11,3770,24524,Jed,pupper,1.3,cocker_spaniel,0.437216,True,1.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
874057562936811520,2017-06-12 00:15:36,3657,21377,None,,1.2,flat-coated_retriever,0.8321770000000001,True,1.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
874012996292530176,2017-06-11 21:18:31,9418,32290,Sebastian,puppo,1.3,cardigan,0.806674,True,2.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
873580283840344065,2017-06-10 16:39:04,3616,22813,None,,1.3,newfoundland,0.678537,True,1.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg
873213775632977920,2017-06-09 16:22:42,1469,6749,Sierra,pupper,1.2,vizsla,0.6197819999999999,True,1.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
872967104147763200,2017-06-09 00:02:31,4990,25695,None,doggo,1.2,labrador_retriever,0.476913,True,2.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg
872820683541237760,2017-06-08 14:20:41,3426,13900,None,,1.3,pug,0.99912,True,3.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg
872620804844003328,2017-06-08 01:06:27,3355,19538,Monkey,,1.3,cocker_spaniel,0.513191,True,1.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg
872486979161796608,2017-06-07 16:14:40,8332,38460,None,,1.2,pembroke,0.931861,True,1.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg
872122724285648897,2017-06-06 16:07:15,7464,32384,Kody,,1.2,pug,0.06673630000000001,True,1.0,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg
871879754684805121,2017-06-06 00:01:46,10141,35492,Lassie,puppo,1.3,shetland_sheepdog,0.969171,True,1.0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg
871762521631449091,2017-06-05 16:15:56,3224,19099,Rover,pupper,1.2,labrador_retriever,0.921393,True,2.0,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg
871515927908634625,2017-06-04 23:56:03,3215,19064,Napolean,doggo,1.2,komondor,0.974781,True,2.0,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg
871102520638267392,2017-06-03 20:33:19,5105,19790,None,doggo,1.4,,,,,
871032628920680449,2017-06-03 15:55:36,3539,21499,Boomer,,1.3,kelpie,0.3980530000000001,True,1.0,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg
870804317367881728,2017-06-03 00:48:22,5727,31820,None,,1.1,,,False,1.0,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg
870656317836468226,2017-06-02 15:00:16,2451,11693,Cody,,1.3,pembroke,0.945495,True,4.0,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg
870374049280663552,2017-06-01 20:18:38,24536,78552,Zoey,,1.3,golden_retriever,0.841001,True,1.0,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg
870308999962521604,2017-06-01 16:00:09,3851,20753,Rumble,,1.3,greater_swiss_mountain_dog,0.6227520000000001,True,2.0,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg
870063196459192321,2017-05-31 23:43:25,7707,34596,Clifford,,1.4,,,False,1.0,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg
869772420881756160,2017-05-31 04:27:59,9394,40314,Dewey,,1.3,pembroke,0.980148,True,1.0,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg
869702957897576449,2017-05-30 23:51:58,5858,26767,Stanley,,1.3,pembroke,0.993449,True,1.0,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg
869596645499047938,2017-05-30 16:49:31,2904,15121,Scout,doggo,1.2,chihuahua,0.955156,True,1.0,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg
869227993411051520,2017-05-29 16:24:37,3513,19361,Gizmo,,1.3,pembroke,0.664181,True,1.0,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg
868880397819494401,2017-05-28 17:23:24,13429,62067,Walter,,1.4,french_bulldog,0.0999839,True,1.0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg
868622495443632128,2017-05-28 00:18:35,4936,25344,None,,1.3,labrador_retriever,0.868107,True,1.0,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg
868552278524837888,2017-05-27 19:39:34,1935,9570,Cooper,,1.2,whippet,0.378151,True,1.0,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg
867900495410671616,2017-05-26 00:29:37,3898,22994,None,,1.2,labrador_retriever,0.522644,True,1.0,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg
867774946302451713,2017-05-25 16:10:44,6859,32293,Harold,,1.3,border_collie,0.661953,True,2.0,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg
867421006826221569,2017-05-24 16:44:18,2324,15295,Shikha,puppo,1.2,eskimo_dog,0.6164569999999999,True,1.0,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg
867051520902168576,2017-05-23 16:16:06,7360,30651,None,,1.3,samoyed,0.471403,True,1.0,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg
866720684873056260,2017-05-22 18:21:28,4485,19065,None,,1.3,,,,,
866686824827068416,2017-05-22 16:06:55,3268,18356,Lili,puppo,1.2,flat-coated_retriever,0.51473,True,1.0,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg
866450705531457537,2017-05-22 00:28:40,32949,116385,Jamesy,pupper,1.3,french_bulldog,0.905334,True,2.0,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg
866334964761202691,2017-05-21 16:48:45,13346,49926,Coco,,1.2,samoyed,0.984086,True,1.0,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg
865718153858494464,2017-05-19 23:57:46,5268,24453,Boomer,,1.3,golden_retriever,0.673664,True,1.0,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg
865359393868664832,2017-05-19 00:12:11,4696,25251,Sammy,,1.3,chesapeake_bay_retriever,0.832435,True,2.0,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg
865006731092295680,2017-05-18 00:50:50,7219,26731,Nelly,,1.3,pembroke,0.989882,True,1.0,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg
864873206498414592,2017-05-17 16:00:15,8149,30791,None,,1.4,,,False,2.0,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg
864279568663928832,2017-05-16 00:41:21,2838,13911,Meatball,,1.2,bull_mastiff,0.668613,True,1.0,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg
864197398364647424,2017-05-15 19:14:50,8321,28640,Paisley,,1.3,golden_retriever,0.945905,True,4.0,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg
863907417377173506,2017-05-15 00:02:33,3891,19681,Albus,,1.3,,,False,1.0,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg
863553081350529029,2017-05-14 00:34:33,3939,14592,Neptune,,1.3,eskimo_dog,0.41333,True,1.0,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg
863432100342583297,2017-05-13 16:33:49,4942,22739,Belle,,1.2,staffordshire_bullterrier,0.690517,True,1.0,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg
863062471531167744,2017-05-12 16:05:02,2288,8093,Quinn,,1.3,french_bulldog,0.935804,True,2.0,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg
862831371563274240,2017-05-12 00:46:44,4854,18369,Zooey,,1.3,australian_terrier,0.207281,True,2.0,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg
862722525377298433,2017-05-11 17:34:13,3339,16364,Dave,,1.1,basset,0.39333,True,1.0,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg
862457590147678208,2017-05-11 00:01:27,4651,19574,Jersey,,1.3,,,False,1.0,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg
862096992088072192,2017-05-10 00:08:34,21830,71125,None,,1.3,chow,0.677589,True,2.0,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg
861383897657036800,2017-05-08 00:54:59,10115,34572,Hobbes,,1.3,cardigan,0.771008,True,1.0,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg
861288531465048066,2017-05-07 18:36:02,3910,16471,None,,1.3,bouvier_des_flandres,0.0826102,True,1.0,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg
861005113778896900,2017-05-06 23:49:50,3610,16015,Burt,,1.2,german_shepherd,0.507951,True,1.0,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg
860563773140209665,2017-05-05 18:36:06,2032,7187,Lorenzo,,1.3,cardigan,0.583936,True,1.0,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg
860524505164394496,2017-05-05 16:00:04,5032,22691,Carl,,1.3,bedlington_terrier,0.286558,True,1.0,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg
860276583193509888,2017-05-04 23:34:55,3324,17645,Jordy,,1.2,,,False,1.0,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg
860184849394610176,2017-05-04 17:30:24,5545,16028,None,,1.4,,,False,1.0,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg
859924526012018688,2017-05-04 00:15:58,3897,18831,Milky,,1.2,french_bulldog,0.254587,True,1.0,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg
859851578198683649,2017-05-03 19:26:06,3334,14831,Trooper,,1.3,labrador_retriever,0.899086,True,4.0,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg
859607811541651456,2017-05-03 03:17:27,1486,17910,None,puppo,1.3,golden_retriever,0.8955290000000001,True,1.0,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg
859196978902773760,2017-05-02 00:04:57,28637,86494,,,1.2,malamute,0.216163,True,1.0,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg
859074603037188101,2017-05-01 15:58:40,12964,32543,None,,1.3,,,False,1.0,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg
858843525470990336,2017-05-01 00:40:27,3319,15015,None,"doggo, puppo",1.3,golden_retriever,0.57812,True,1.0,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg
858471635011153920,2017-04-30 00:02:42,4627,20726,Sophie,,1.3,pembroke,0.987407,True,1.0,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg
858107933456039936,2017-04-28 23:57:28,2770,15188,Wyatt,,1.2,golden_retriever,0.863874,True,1.0,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg
857989990357356544,2017-04-28 16:08:49,2479,15524,Rosie,,1.2,french_bulldog,0.43258,True,1.0,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg
857746408056729600,2017-04-28 00:00:54,10145,33072,Thor,,1.3,labrador_retriever,0.919832,True,1.0,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg
857393404942143489,2017-04-27 00:38:11,1571,5681,None,,1.3,malamute,0.8415969999999999,True,3.0,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg
857263160327368704,2017-04-26 16:00:39,4320,19379,Oscar,,1.3,samoyed,0.998021,True,1.0,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg
857029823797047296,2017-04-26 00:33:27,3811,18216,Zeke,,1.2,golden_retriever,0.968623,True,2.0,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg
856543823941562368,2017-04-24 16:22:16,2768,15803,Callie,,1.2,boston_bull,0.30691,True,1.0,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg
856282028240666624,2017-04-23 23:01:59,6038,26887,Cermet,,1.4,chihuahua,0.8765430000000001,True,4.0,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg
855857698524602368,2017-04-22 18:55:51,2029,11510,None,,1.3,,,,,
855851453814013952,2017-04-22 18:31:02,17342,44405,None,"doggo, puppo",1.3,flat-coated_retriever,0.321676,True,1.0,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg
855818117272018944,2017-04-22 16:18:34,5224,25891,None,,1.3,,,,,
855459453768019968,2017-04-21 16:33:22,7922,28991,,,1.2,blenheim_spaniel,0.389513,True,2.0,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg
854732716440526848,2017-04-19 16:25:34,5857,22138,Marlee,,1.2,pembroke,0.6955479999999999,True,1.0,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg
854482394044301312,2017-04-18 23:50:52,6645,28547,Arya,,1.3,chihuahua,0.26024200000000003,True,1.0,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg
854365224396361728,2017-04-18 16:05:17,4536,18402,Einstein,,1.3,pembroke,0.90708,True,1.0,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg
854120357044912130,2017-04-17 23:52:16,7229,31209,None,pupper,1.4,black-and-tan_coonhound,0.8548610000000001,True,4.0,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg
854010172552949760,2017-04-17 16:34:26,3055,15831,None,"doggo, floofer",1.1,english_springer,0.354733,True,1.0,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg
853760880890318849,2017-04-17 00:03:50,5566,27897,Alice,,1.2,miniature_pinscher,0.29251900000000003,True,1.0,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg
853639147608842240,2017-04-16 16:00:07,9741,33875,None,,1.3,german_shepherd,0.509879,True,1.0,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg
